context_id,case_number,vignette_id,prompt_type,regime,c_fp,c_fn,p_star,gold_standard,classification,needs_er_gold,raw_response,parsed_probability,parsed_decision
E18,18,E18,1,decision_u_fp10_fn1,10,1,0.9090909090909091,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E18,18,E18,1,decision_u_fp1_fn1,1,1,0.5,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E18,18,E18,1,decision_u_fp1_fn10,1,10,0.09090909090909091,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E18,18,E18,1,decision_u_fp1_fn5,1,5,0.16666666666666666,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E18,18,E18,1,decision_u_fp5_fn1,5,1,0.8333333333333334,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E19,19,E19,1,belief,,,,B,Clear case,0,PROBABILITY: 0.003,0.003,
E19,19,E19,1,decision_baseline,,,,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E19,19,E19,1,decision_u_fp10_fn1,10,1,0.9090909090909091,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E19,19,E19,1,decision_u_fp1_fn1,1,1,0.5,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E19,19,E19,1,decision_u_fp1_fn10,1,10,0.09090909090909091,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E19,19,E19,1,decision_u_fp1_fn5,1,5,0.16666666666666666,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E19,19,E19,1,decision_u_fp5_fn1,5,1,0.8333333333333334,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E2,2,E2,1,belief,,,,B/C,Edge case,0,PROBABILITY: 0.03,0.03,
E2,2,E2,1,decision_baseline,,,,B/C,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E2,2,E2,1,decision_u_fp10_fn1,10,1,0.9090909090909091,B/C,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E2,2,E2,1,decision_u_fp1_fn1,1,1,0.5,B/C,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E2,2,E2,1,decision_u_fp1_fn10,1,10,0.09090909090909091,B/C,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E2,2,E2,1,decision_u_fp1_fn5,1,5,0.16666666666666666,B/C,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E2,2,E2,1,decision_u_fp5_fn1,5,1,0.8333333333333334,B/C,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E20,20,E20,1,belief,,,,A,Clear case,0,PROBABILITY: 0.003,0.003,
E20,20,E20,1,decision_baseline,,,,A,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E20,20,E20,1,decision_u_fp10_fn1,10,1,0.9090909090909091,A,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E20,20,E20,1,decision_u_fp1_fn1,1,1,0.5,A,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E20,20,E20,1,decision_u_fp1_fn10,1,10,0.09090909090909091,A,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E20,20,E20,1,decision_u_fp1_fn5,1,5,0.16666666666666666,A,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E20,20,E20,1,decision_u_fp5_fn1,5,1,0.8333333333333334,A,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E21,21,E21,1,belief,,,,B,Clear case,0,PROBABILITY: 0.001,0.001,
E21,21,E21,1,decision_baseline,,,,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E21,21,E21,1,decision_u_fp10_fn1,10,1,0.9090909090909091,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E21,21,E21,1,decision_u_fp1_fn1,1,1,0.5,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E21,21,E21,1,decision_u_fp1_fn10,1,10,0.09090909090909091,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E21,21,E21,1,decision_u_fp1_fn5,1,5,0.16666666666666666,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E21,21,E21,1,decision_u_fp5_fn1,5,1,0.8333333333333334,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E22,22,E22,1,belief,,,,C/D,Edge case,1,PROBABILITY: 0.36,0.36,
E22,22,E22,1,decision_baseline,,,,C/D,Edge case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E22,22,E22,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E22,22,E22,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E22,22,E22,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E22,22,E22,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E22,22,E22,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E23,23,E23,1,belief,,,,A/B,Edge case,0,PROBABILITY: 0.01,0.01,
E23,23,E23,1,decision_baseline,,,,A/B,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E23,23,E23,1,decision_u_fp10_fn1,10,1,0.9090909090909091,A/B,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E23,23,E23,1,decision_u_fp1_fn1,1,1,0.5,A/B,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E23,23,E23,1,decision_u_fp1_fn10,1,10,0.09090909090909091,A/B,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E23,23,E23,1,decision_u_fp1_fn5,1,5,0.16666666666666666,A/B,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E23,23,E23,1,decision_u_fp5_fn1,5,1,0.8333333333333334,A/B,Edge case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E24,24,E24,1,belief,,,,B,Clear case,0,PROBABILITY: 0.001,0.001,
E24,24,E24,1,decision_baseline,,,,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E24,24,E24,1,decision_u_fp10_fn1,10,1,0.9090909090909091,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E24,24,E24,1,decision_u_fp1_fn1,1,1,0.5,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E24,24,E24,1,decision_u_fp1_fn10,1,10,0.09090909090909091,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E24,24,E24,1,decision_u_fp1_fn5,1,5,0.16666666666666666,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E24,24,E24,1,decision_u_fp5_fn1,5,1,0.8333333333333334,B,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E25,25,E25,1,belief,,,,C,Clear case,0,PROBABILITY: 0.03,0.03,
E25,25,E25,1,decision_baseline,,,,C,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E25,25,E25,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E25,25,E25,1,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E25,25,E25,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E25,25,E25,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E25,25,E25,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E26,26,E26,1,belief,,,,C/D,Edge case,1,PROBABILITY: 0.82,0.82,
E26,26,E26,1,decision_baseline,,,,C/D,Edge case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E26,26,E26,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E26,26,E26,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E26,26,E26,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E26,26,E26,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E26,26,E26,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E27,27,E27,1,belief,,,,C/D,Edge case,1,PROBABILITY: 0.74,0.74,
E27,27,E27,1,decision_baseline,,,,C/D,Edge case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E27,27,E27,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C/D,Edge case,1,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E27,27,E27,1,decision_u_fp1_fn1,1,1,0.5,C/D,Edge case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E27,27,E27,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C/D,Edge case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E27,27,E27,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C/D,Edge case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E27,27,E27,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C/D,Edge case,1,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E28,36,E28,1,belief,,,,D,Clear case,1,PROBABILITY: 0.999,0.999,
E28,36,E28,1,decision_baseline,,,,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E28,36,E28,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E28,36,E28,1,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E28,36,E28,1,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E28,36,E28,1,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E28,36,E28,1,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E29,37,E29,1,belief,,,,D,Clear case,1,PROBABILITY: 0.99,0.99,
E29,37,E29,1,decision_baseline,,,,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E29,37,E29,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E29,37,E29,1,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E29,37,E29,1,decision_u_fp1_fn10,1,10,0.09090909090909091,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E29,37,E29,1,decision_u_fp1_fn5,1,5,0.16666666666666666,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E29,37,E29,1,decision_u_fp5_fn1,5,1,0.8333333333333334,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E3,3,E3,1,belief,,,,C,Clear case,0,PROBABILITY: 0.31,0.31,
E3,3,E3,1,decision_baseline,,,,C,Clear case,0,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E3,3,E3,1,decision_u_fp10_fn1,10,1,0.9090909090909091,C,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E3,3,E3,1,decision_u_fp1_fn1,1,1,0.5,C,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E3,3,E3,1,decision_u_fp1_fn10,1,10,0.09090909090909091,C,Clear case,0,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E3,3,E3,1,decision_u_fp1_fn5,1,5,0.16666666666666666,C,Clear case,0,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E3,3,E3,1,decision_u_fp5_fn1,5,1,0.8333333333333334,C,Clear case,0,"DECISION: NO
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,0
E30,38,E30,1,belief,,,,D,Clear case,1,PROBABILITY: 0.99,0.99,
E30,38,E30,1,decision_baseline,,,,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E30,38,E30,1,decision_u_fp10_fn1,10,1,0.9090909090909091,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
E30,38,E30,1,decision_u_fp1_fn1,1,1,0.5,D,Clear case,1,"DECISION: YES
- YES = I should go to the emergency department immediately
- NO  = I should not go to the emergency department immediately",,1
